DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103417,PA0340,CDS,382914,383717,+,,,conserved hypothetical protein,Class 4,,NP_249031.1 ; WP_003110587.1,804,268,27.8,10.87,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103419,PA0341,CDS,383727,384527,+,lgt,umpA,prolipoprotein diacylglyceryl transferase,Class 2,,NP_249032.1 ; WP_003112963.1,801,267,29.8,9.93,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103421,PA0342,CDS,384733,385527,+,thyA,,thymidylate synthase,Class 2,,NP_249033.1 ; WP_003110588.1,795,265,30,6.51,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103423,PA0343,CDS,385554,386351,-,,,hypothetical protein,Class 4,,NP_249034.1 ; WP_003112965.1,798,266,30.2,5.39,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103425,PA0344,CDS,386386,387765,-,,,hypothetical protein,Class 4,,NP_249035.1 ; WP_003112966.1,1380,460,50,6.69,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103427,PA0345,CDS,387758,389143,-,,,hypothetical protein,Class 4,,NP_249036.1 ; WP_003112967.1,1386,462,49.6,7.39,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103429,PA0346,CDS,389334,389696,+,,,hypothetical protein,Class 4,,NP_249037.1 ; WP_003102907.1,363,121,13.5,8.22,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103431,PA0347,CDS,389733,390884,-,glpQ,,"glycerophosphoryl diester phosphodiesterase, periplasmic",Class 2,glycerophosphodiester phosphodiesterase,NP_249038.1 ; WP_003102904.1,1152,384,42,8.4,Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103433,PA0348,CDS,391094,392188,+,,,hypothetical protein,Class 4,,NP_249039.1 ; WP_003102900.1,1095,365,39.6,8.22,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103435,PA0349,CDS,392185,393225,+,,,hypothetical protein,Class 4,,NP_249040.1 ; WP_003112968.1,1041,347,37.8,6.04,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103437,PA0350,CDS,393308,393814,+,folA,tmrA,dihydrofolate reductase,Class 2,,NP_249041.1 ; WP_003084430.1,507,169,18.2,5.3,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103439,PA0351,CDS,393830,394303,-,,,conserved hypothetical protein,Class 4,,NP_249042.1 ; WP_003102894.1,474,158,17.2,6.68,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103441,PA0352,CDS,394442,395827,-,,yicE,probable transporter,Class 3,,NP_249043.1 ; WP_003102887.1,1386,462,47.9,8.63,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103443,PA0353,CDS,396057,397895,-,ilvD,,dihydroxy-acid dehydratase,Class 2,,NP_249044.1 ; WP_003084436.1,1839,613,65.2,5.98,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103445,PA0354,CDS,398224,399420,-,,,conserved hypothetical protein,Class 4,,NP_249045.1 ; WP_003084438.1,1197,399,43.8,6.95,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103447,PA0355,CDS,399493,400032,-,pfpI,,protease PfpI,Class 1,,NP_249046.1 ; WP_003102879.1,540,180,19.2,5.03,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103449,PA0356,CDS,400248,401072,+,,,hypothetical protein,Class 4,,NP_249047.1 ; WP_003118789.1,825,275,30.4,5.31,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103451,PA0357,CDS,401131,401943,+,mutM,fpg ; mutY,formamidopyrimidine-DNA glycosylase,Class 1,,NP_249048.1 ; WP_003102876.1,813,271,30,9.61,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103453,PA0358,CDS,402020,402598,+,,,hypothetical protein,Class 4,,NP_249049.1 ; WP_003084450.1,579,193,21.9,10.5,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103455,PA0359,CDS,402681,403025,+,,,hypothetical protein,Class 4,,NP_249050.1 ; WP_003084452.1,345,115,11.6,4.33,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103457,PA0360,CDS,403295,404281,+,,,hypothetical protein,Class 4,,NP_249051.1 ; WP_003112969.1,987,329,35.9,4.26,Extracellular [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103459,PA0361,CDS,404386,406119,-,,,probable gamma-glutamyltranspeptidase precursor,Class 3,,NP_249052.1 ; WP_003112970.1,1734,578,62.1,9.15,Periplasmic [Class 2] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103461,PA0362,CDS,406247,406498,-,fdx1,,ferredoxin [4Fe-4S],Class 2,,NP_249053.1 ; WP_003084462.1,252,84,9.2,3.87,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103463,PA0363,CDS,406619,407098,-,coaD,kdtB,phosphopantetheine adenylyltransferase,Class 2,PPAT,NP_249054.1 ; WP_003084466.1,480,160,17.8,8.95,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103465,PA0364,CDS,407250,408845,-,laoA,,LaoA,Class 1,LaoA ; probable oxidoreductase,NP_249055.1 ; WP_003102870.1,1596,532,57.8,6.95,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103467,PA0365,CDS,408901,409449,-,laoB,,LaoB,Class 1,LaoB ; hypothetical protein,NP_249056.1 ; WP_003084486.1,549,183,19.6,7.52,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103469,PA0366,CDS,409504,410934,-,laoC,,LaoC,Class 1,LaoC ; probable aldehyde dehydrogenase,NP_249057.1 ; WP_003102868.1,1431,477,52.9,9.19,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103471,PA0367,CDS,411224,411871,+,laoR,,LaoR,Class 1,LaoR ; probable transcriptional regulator,NP_249058.1 ; WP_003084488.1,648,216,24.5,5.89,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103473,PA0368,CDS,412329,413327,-,,,conserved hypothetical protein,Class 4,,NP_249059.1 ; WP_003084490.1,999,333,37.3,7.39,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103475,PA0369,CDS,413364,413840,-,,,Uncharacterized protein,Class 1,Uncharacterized protein ; hypothetical protein (putative pseudogene),NP_249060 ; ,291,291,10.6,3.81,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103477,PA0370,CDS,413933,414529,-,,yhhF,conserved hypothetical protein,Class 4,,NP_249061.1 ; WP_003102864.1,597,199,21.7,9.19,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103479,PA0371,CDS,414529,416016,-,,,hypothetical protein,Class 4,,NP_249062.1 ; WP_003112971.1,1488,496,53.1,5.85,Outer Membrane Vesicle [Class 1] ; Unknown (This protein may have multiple localization sites) [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103481,PA0372,CDS,416009,417406,-,,,probable zinc protease,Class 3,,NP_249063.1 ; WP_010895504.1,1398,466,51.9,6.54,Outer Membrane Vesicle [Class 1] ; Periplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103483,PA0373,CDS,417527,418894,+,ftsY,,signal recognition particle receptor FtsY,Class 2,cell division protein FtsY,NP_249064.1 ; WP_003128930.1,1368,456,48.4,4.53,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103485,PA0374,CDS,418891,419562,+,ftsE,,cell division protein FtsE,Class 2,,NP_249065.1 ; WP_003084505.1,672,224,24.6,10.84,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103487,PA0375,CDS,419562,420569,+,ftsX,,cell division protein FtsX,Class 2,,NP_249066.1 ; WP_003084508.1,1008,336,36.9,5.24,Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103489,PA0376,CDS,420683,421537,+,rpoH,,sigma factor RpoH,Class 1,heat-shock sigma factor,NP_249067.1 ; WP_003084510.1,855,285,32.6,6.45,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103491,PA0377,CDS,421602,422207,+,,,hypothetical protein,Class 4,,NP_249068.1 ; WP_003084511.1,606,202,22.1,5.03,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103493,PA0378,CDS,422212,422943,-,,mgtA,probable transglycosylase,Class 3,monofunctional biosynthetic peptidoglycan transglycosylase,NP_249069.1 ; WP_003100972.1,732,244,27.8,10.86,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103495,PA0379,CDS,422980,423357,+,,ygdD,conserved hypothetical protein,Class 4,,NP_249070.1 ; WP_003084513.1,378,126,13,10.45,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103497,PA0380,CDS,423460,423660,+,,,conserved hypothetical protein,Class 4,,NP_249071.1 ; WP_003084514.1,201,67,7.1,4.63,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103499,PA0381,CDS,423719,424516,+,thiG,,"thiamine biosynthesis protein, thiazole moiety",Class 2,,NP_249072.1 ; WP_003084517.1,798,266,28.2,4.75,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103501,PA0382,CDS,424670,425341,+,micA,yggH,DNA mismatch repair protein MicA,Class 2,,NP_249073.1 ; WP_003118800.1,672,224,25.3,8.28,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103503,PA0383,CDS,425504,426850,+,,,conserved hypothetical protein,Class 4,,NP_249074.1 ; WP_003114884.1,1347,449,50.2,8.29,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103505,PA0384,CDS,426863,427120,-,,,hypothetical protein,Class 4,,NP_249075.1 ; WP_003084524.1,258,86,9.7,5.66,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103507,PA0385,CDS,427182,427505,-,,,hypothetical protein,Class 4,,NP_249076.1 ; WP_003084525.1,324,108,11.9,9.13,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103509,PA0386,CDS,427586,428740,-,,yggW,probable oxidase,Class 3,,NP_249077.1 ; WP_003114885.1,1155,385,42.5,5.24,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103511,PA0387,CDS,428861,429454,-,,yggV,conserved hypothetical protein,Class 4,,NP_249078.1 ; WP_003084527.1,594,198,21.2,6.13,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103513,PA0388,CDS,429451,429870,-,,,hypothetical protein,Class 4,,NP_249079.1 ; WP_003100965.1,420,140,15.3,7.37,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103515,PA0389,CDS,430002,430622,-,,,hypothetical protein,Class 4,,NP_249080.1 ; WP_003084530.1,621,207,23.8,6.5,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103517,PA0390,CDS,430630,431769,-,metX,met2,homoserine O-acetyltransferase,Class 2,,NP_249081.1 ; WP_003084535.1,1140,380,41.8,5.92,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103519,PA0391,CDS,431858,433825,-,,,hypothetical protein,Class 4,,NP_249082.1 ; WP_003114887.1,1968,656,75,10.16,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103521,PA0392,CDS,434226,434819,-,,yggT,conserved hypothetical protein,Class 4,,NP_249083.1 ; WP_003084544.1,594,198,21.7,10.07,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103523,PA0393,CDS,434830,435651,-,proC,,pyrroline-5-carboxylate reductase,Class 1,delta-1-pyrroline-5-carboxylate reductase,NP_249084.1 ; WP_003114890.1,822,274,28.1,4.49,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103525,PA0394,CDS,435663,436355,-,,yggS,conserved hypothetical protein,Class 4,,NP_249085.1 ; WP_003084549.1,693,231,24.5,6.68,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103527,PA0395,CDS,436570,437604,+,pilT,,twitching motility protein PilT,Class 1,type 4 fimbrial biogenesis protein PilT,NP_249086.1 ; WP_003084552.1,1035,345,38,6.87,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103529,PA0396,CDS,437782,438930,+,pilU,,twitching motility protein PilU,Class 1,type 4 fimbrial biogenesis protein PilU,NP_249087.1 ; WP_003100959.1,1149,383,42.5,6.8,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103531,PA0397,CDS,438938,439837,-,,czcD,probable cation efflux system protein,Class 3,,NP_249088.1 ; WP_003100957.1,900,300,32.4,5.75,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103533,PA0398,CDS,439991,440395,+,,,hypothetical protein,Class 4,,NP_249089.1 ; WP_003084560.1,405,135,15.6,9.35,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103535,PA0399,CDS,440638,442011,+,,,cystathionine beta-synthase,Class 2,methylcysteine synthase ; beta-thionase ; serine sulfhydrase,NP_249090.1 ; WP_003100955.1,1374,458,49.2,5.48,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103537,PA0400,CDS,442008,443192,+,,metC ; metB,probable cystathionine gamma-lyase,Class 3,cystathionase ; gamma-cystathionase ; cysteine desulfhydrase ; cystine desulfhydrase ; homoserine dehydratase ; homoserine deaminase,NP_249091.1 ; WP_003100953.1,1185,395,42.8,6.63,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103539,PA0401,CDS,443419,444690,-,,pyrC' ; pyrX,noncatalytic dihydroorotase-like protein,Class 2,,NP_249092.1 ; WP_003114891.1,1272,424,44.1,5.75,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103541,PA0402,CDS,444687,445691,-,pyrB,,aspartate carbamoyltransferase,Class 2,aspartate transcarbamoylase,NP_249093.1 ; WP_003084569.1,1005,335,36.6,6.8,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103543,PA0403,CDS,445715,446227,-,pyrR,,transcriptional regulator PyrR,Class 2,uracil phosphoribosyltransferase PyrR,NP_249094.1 ; WP_003084574.1,513,171,18.7,5.65,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103545,PA0404,CDS,446339,446773,-,,yqgF,conserved hypothetical protein,Class 4,,NP_249095.1 ; WP_003084575.1,435,145,16,5.8,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103547,PA0405,CDS,446773,447342,-,algH,yqgE,AlgH,Class 1,AlgH,NP_249096.1 ; WP_003100947.1,570,190,20.2,4.63,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103549,PA0406,CDS,447391,448350,-,tonB3,,TonB3,Class 1,TonB3,NP_249097.1 ; WP_010895505.1,960,320,35.3,10.63,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103551,PA0407,CDS,448431,449384,-,gshB,,glutathione synthetase,Class 2,GSH-II,NP_249098.1 ; WP_003100943.1,954,318,35.7,5.76,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103553,PA0408,CDS,449639,450046,+,pilG,,twitching motility protein PilG,Class 1,type 4 fimbrial biogenesis protein PilG,NP_249099.1 ; WP_003084583.1,408,136,14.7,7.41,Cytoplasmic [Class 1] ; Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103555,PA0409,CDS,450093,450458,+,pilH,,twitching motility protein PilH,Class 1,type 4 fimbrial biogenesis protein PilH,NP_249100.1 ; WP_003084587.1,366,122,13.3,5.2,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103557,PA0410,CDS,450509,451045,+,pilI,,twitching motility protein PilI,Class 1,type 4 fimbrial biogenesis protein PilI,NP_249101.1 ; WP_003084590.1,537,179,19.9,6.63,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103559,PA0411,CDS,451130,453178,+,pilJ,,twitching motility protein PilJ,Class 1,type 4 fimbrial biogenesis protein PilJ,NP_249102.1 ; WP_003100940.1,2049,683,72.5,4.37,Cytoplasmic [Class 2] ; Outer Membrane Vesicle [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103561,PA0412,CDS,453239,454114,+,pilK,,methyltransferase PilK,Class 1,type 4 fimbrial biogenesis protein PilK ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3 ; CheR3,NP_249103.1 ; WP_003100938.1,876,292,33.3,7.8,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103563,PA0413,CDS,454126,461544,+,chpA,pilL,component of chemotactic signal transduction system,Class 1,ChpA ; component of chemotactic signal transduction system,NP_249104.1 ; WP_003114893.1,7419,2473,268.6,4.15,Cytoplasmic [Class 2] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103565,PA0414,CDS,461537,462568,+,chpB,,probable methylesterase,Class 3,,NP_249105.1 ; WP_003118811.1,1032,344,37.2,4.91,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103567,PA0415,CDS,462565,463071,+,chpC,,probable chemotaxis protein,Class 3,,NP_249106.1 ; WP_003114895.1,507,169,17.6,4.66,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103569,PA0416,CDS,463079,463873,+,chpD,,probable transcriptional regulator,Class 3,,NP_249107.1 ; WP_003111539.1,795,265,28.8,9.72,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103571,PA0417,CDS,463949,464560,+,chpE,,probable chemotaxis protein,Class 3,,NP_249108.1 ; WP_003084610.1,612,204,21.3,8.2,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103573,PA0418,CDS,464568,465983,-,,,hypothetical protein,Class 4,,NP_249109.1 ; WP_010895506.1,1416,472,52.1,5.64,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103575,PA0419,CDS,466018,466740,-,,yggJ,conserved hypothetical protein,Class 4,,NP_249110.1 ; WP_003106127.1,723,241,26.5,6.6,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103577,PA0420,CDS,466833,468236,-,bioA,,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,Class 2,"7,8-diamino-pelargonic acid aminotransferase DAPA aminotransferase",NP_249111.1 ; WP_003106128.1,1404,468,52.5,6.28,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103579,PA0421,CDS,468410,469900,+,,,hypothetical protein,Class 4,,NP_249112.1 ; WP_003118815.1,1491,497,54.2,10.27,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103581,PA0422,CDS,470081,470650,+,,,conserved hypothetical protein,Class 4,,NP_249113.1 ; WP_003106133.1,570,190,20.9,9.87,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103583,PA0423,CDS,470662,471237,+,pasP,yceI,PasP,Class 1,PasP ,NP_249114.1 ; WP_003084626.1,576,192,20.8,6.53,Extracellular [Class 1] ; Outer Membrane Vesicle [Class 1] ; Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD152109723,PA0423.1,ncRNA,471298,471425,+,AS1974,,AS1974,Class 1,,,127,,,,
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103585,PA0424,CDS,471306,471749,-,mexR,,multidrug resistance operon repressor MexR,Class 1,,NP_249115.1 ; WP_003114897.1,444,148,17,5.92,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD152109725,PA0423.2,ncRNA,471320,471425,+,AS1974-shorter1,,AS1974-shorter1,Class 1,,,105,,,,
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103587,PA0425,CDS,472024,473175,+,mexA,,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor,Class 1,RND multidrug efflux membrane fusion protein MexA precursor,NP_249116.1 ; WP_003118819.1,1152,384,41,9.15,Cytoplasmic Membrane [Class 1] ; Outer Membrane [Class 1] ; Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103589,PA0426,CDS,473191,476331,+,mexB,,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB,Class 1,RND multidrug efflux transporter MexB,NP_249117.1 ; WP_003107312.1,3141,1047,112.8,5.4,Cytoplasmic Membrane [Class 1] ; Outer Membrane Vesicle [Class 1] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103591,PA0427,CDS,476333,477790,+,oprM,,Major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor,Class 1,,NP_249118.1 ; WP_003084633.1,1458,486,52.6,5.32,Outer Membrane [Class 1] ; Outer Membrane Vesicle [Class 1] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103593,PA0428,CDS,477886,479805,-,,rhlE,probable ATP-dependent RNA helicase,Class 3,,NP_249119.1 ; WP_003099895.1,1920,640,70.1,10.65,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103595,PA0429,CDS,480056,481126,-,,,hypothetical protein,Class 4,,NP_249120.1 ; WP_003114898.1,1071,357,40.9,6.99,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103597,PA0430,CDS,481196,482068,-,metF,,"5,10-methylenetetrahydrofolate reductase",Class 2,,NP_249121.1 ; WP_003118821.1,873,291,32.2,6.52,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103599,PA0431,CDS,482111,482665,-,,,hypothetical protein,Class 4,,NP_249122.1 ; WP_010895507.1,555,185,20.6,6.8,Unknown [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103601,PA0432,CDS,482706,484115,-,sahH,ahcY,S-adenosyl-L-homocysteine hydrolase,Class 2,adenosylhomocysteinase (adohcyase),NP_249123.1 ; WP_003099900.1,1410,470,51.4,5.96,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103603,PA0433,CDS,484404,484838,+,,,hypothetical protein,Class 4,,NP_249124.1 ; WP_010895508.1,435,145,15.5,8.96,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103605,PA0434,CDS,484964,487156,+,,,hypothetical protein,Class 4,,NP_249125.1 ; WP_003114901.1,2193,731,81.3,5.83,Outer Membrane [Class 2] ; Outer Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103607,PA0435,CDS,487167,488645,+,,,hypothetical protein,Class 4,,NP_249126.1 ; WP_003114902.1,1479,493,56.1,10.23,Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103609,PA0436,CDS,488730,489350,+,,,probable transcriptional regulator,Class 3,,NP_249127.1 ; WP_003084655.1,621,207,23.7,6.64,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103611,PA0437,CDS,489387,490658,-,codA,,cytosine deaminase,Class 2,,NP_249128.1 ; WP_003084657.1,1272,424,47.1,5.96,Cytoplasmic [Class 1] ; Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103613,PA0438,CDS,490648,491898,-,codB,,cytosine permease,Class 2,,NP_249129.1 ; WP_003084659.1,1251,417,43,9.06,Cytoplasmic Membrane [Class 2] ; Cytoplasmic Membrane [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103615,PA0439,CDS,492080,493357,-,,dypB ; yeiA,probable oxidoreductase,Class 3,,NP_249130.1 ; WP_010895509.1,1278,426,46.1,5.25,Cytoplasmic [Class 3]
19.1,GCF_000006765.1,chromosome,NC_002516.2,PGD103617,PA0440,CDS,493354,494721,-,,dypA,probable oxidoreductase,Class 3,,NP_249131.1 ; WP_003114904.1,1368,456,49,5.61,Cytoplasmic [Class 3]
